iteration,nfev,energy
0,3,-1.1255332571161356
1,6,-1.1255361146180871
2,9,-1.1256947775100927
3,12,-1.1258269810554247
4,15,-1.1259962607095477
5,18,-1.1260047595497453
6,21,-1.1260119841801481
7,24,-1.1260287090712366
8,27,-1.1260313313692245
9,30,-1.126166793900567
10,33,-1.1261908139250945
11,36,-1.1264730412552797
12,39,-1.1264756562275167
13,42,-1.1264756053964107
14,45,-1.126631534000626
15,48,-1.126778373849201
16,51,-1.126787376994018
17,54,-1.1268011918484528
18,57,-1.126804005692393
19,60,-1.1269359093804692
20,63,-1.1270540091622192
21,66,-1.1270576199294307
22,69,-1.12707578011251
23,72,-1.1270765173828106
24,75,-1.1271853898751132
25,78,-1.1272787259784898
26,81,-1.12728419349533
27,84,-1.1275551619281883
28,87,-1.1277736831431535
29,90,-1.1277841893819462
30,93,-1.1278990243270515
31,96,-1.1279106001143686
32,99,-1.1280034845736515
33,102,-1.1280057413568776
34,105,-1.1280159989933076
35,108,-1.1281085375542932
36,111,-1.1281089345369804
37,114,-1.128204584174169
38,117,-1.128209718800289
39,120,-1.128211129872613
40,123,-1.1282133228673557
41,126,-1.1282658243887704
42,129,-1.1282921619376454
43,132,-1.1283120544240508
44,135,-1.1283156920925836
45,138,-1.1285259212752274
46,141,-1.1285331024376333
47,144,-1.12853392931003
48,147,-1.128700393897267
49,150,-1.1288557121032285
50,153,-1.1289852706010077
51,156,-1.1290980848119683
52,159,-1.129199386099449
53,162,-1.1291993851122566
54,165,-1.1292720562466614
55,168,-1.1294401742170028
56,171,-1.1295442510819496
57,174,-1.1296755327075478
58,177,-1.1296759625580086
59,180,-1.1296759737088382
60,183,-1.1296772431529283
61,186,-1.1298012826332036
62,189,-1.1299366084361617
63,192,-1.1299366360466119
64,195,-1.1299368687245017
65,198,-1.129937133744111
66,201,-1.129937337523725
67,204,-1.1299373468283922
68,207,-1.1299374660477217
69,210,-1.1300483750564185
70,213,-1.1300483394125695
71,216,-1.1300484934470882
72,219,-1.130048477326136
73,222,-1.1301426977696851
74,225,-1.1301426958607461
75,228,-1.13014276163539
76,231,-1.1301427517759646
77,234,-1.1302217845770486
78,237,-1.1302217903630372
79,240,-1.1302217575423221
80,243,-1.130221808892311
81,246,-1.1302228058120434
82,249,-1.130295396216992
83,252,-1.130389552155488
84,255,-1.1304666654406075
85,258,-1.1304685244922195
86,261,-1.1305339172860722
87,264,-1.1306030526852016
88,267,-1.1307187163400358
89,270,-1.1307192719879628
90,273,-1.1307202866270285
91,276,-1.1308240800849358
92,279,-1.130824896708469
93,282,-1.1308262688751989
94,285,-1.1308264652379232
95,288,-1.1308299467885001
96,291,-1.1308310526803333
97,294,-1.1309329574272378
98,297,-1.1309329556572973
99,300,-1.1310088874141528
100,303,-1.1310828721622461
101,306,-1.1310833128766742
102,309,-1.1310836861237892
103,312,-1.1310849730930628
104,315,-1.1311780271648755
105,318,-1.1311783935725404
106,321,-1.1312637651045008
107,324,-1.1312637505980254
108,327,-1.1312637621016366
109,330,-1.1313357481123623
110,333,-1.131335750693604
111,336,-1.1313357536213178
112,339,-1.1314062861069822
113,342,-1.1314865040035327
114,345,-1.1315568683397295
115,348,-1.1316275487989558
116,351,-1.1316277824933527
117,354,-1.1317021945901988
118,357,-1.1317622123280962
119,360,-1.131831216318679
120,363,-1.131832194911321
121,366,-1.1318939276945004
122,369,-1.1318946172276216
123,372,-1.1319619410105655
124,375,-1.1320242193887342
125,378,-1.132095422669344
126,381,-1.1320956162099218
127,384,-1.1320956511871145
128,387,-1.1320956614727709
129,390,-1.1321573887192593
130,393,-1.1321574664764171
131,396,-1.1321574687936367
132,399,-1.1321574636994838
133,402,-1.13220774313839
134,405,-1.1322079134561707
135,408,-1.1322079936176739
136,411,-1.1322083579169877
137,414,-1.132270286494161
138,417,-1.1323216665631641
139,420,-1.1323746590250074
140,423,-1.1323752408624963
141,426,-1.1323752765757968
142,429,-1.132375720016039
143,432,-1.132425312670906
144,435,-1.1324708547960012
145,438,-1.1324713722492479
146,441,-1.1325347441197844
147,444,-1.132574719819637
148,447,-1.1326300578727606
149,450,-1.132631372878556
150,453,-1.1326661887914444
151,456,-1.1327106181065913
152,459,-1.1327385781442332
153,462,-1.1327391879814845
154,465,-1.132780244779178
155,468,-1.1327814428877698
156,471,-1.1328547824096507
157,474,-1.1329092413925215
158,477,-1.132909375072428
159,480,-1.132909482435154
160,483,-1.1329111128515916
161,486,-1.132960175628091
162,489,-1.132960200462186
163,492,-1.1329602681753446
164,495,-1.132960285724328
165,498,-1.1329894808225696
166,501,-1.133029673989803
167,504,-1.1330585379339628
168,507,-1.1331031226924844
169,510,-1.1331457332712795
170,513,-1.1331475287732014
171,516,-1.1331725591768045
172,519,-1.1331761517207266
173,522,-1.1331761983260913
174,525,-1.1332407412404528
175,528,-1.1332982199585897
176,531,-1.1332982641511011
177,534,-1.1333490797315533
178,537,-1.1333492584765024
179,540,-1.1333493474823224
180,543,-1.1333868173518948
181,546,-1.133432290329615
182,549,-1.1334325126382405
183,552,-1.1334658035879923
184,555,-1.133510547241487
185,558,-1.133552309963314
186,561,-1.1335899202070008
187,564,-1.133589998234091
188,567,-1.1336286132578048
189,570,-1.1336288816041966
190,573,-1.1336631842297764
191,576,-1.1337020573820518
192,579,-1.1337391833755572
193,582,-1.1337769130370765
194,585,-1.1338092921000917
195,588,-1.1338094105686396
196,591,-1.1338384645043103
197,594,-1.1338386491708814
198,597,-1.133838784005491
199,600,-1.133876040000788
200,603,-1.1338761971700642
201,606,-1.1339079733890054
202,609,-1.1339312560499597
203,612,-1.1339515880630844
204,615,-1.1339520170372968
205,618,-1.1339757114383382
206,621,-1.1339767442053543
207,624,-1.1340235122329294
208,627,-1.1340461970845173
209,630,-1.1340488702625744
210,633,-1.1340911469951296
211,636,-1.1340918811191296
212,639,-1.1340923823376432
213,642,-1.1341180739190728
214,645,-1.1341183671457387
215,648,-1.1341528862881949
216,651,-1.1341534723069797
217,654,-1.1341536831361856
218,657,-1.1341541717936965
219,660,-1.134175636614121
220,663,-1.1341959391383223
221,666,-1.1342262914221086
222,669,-1.1342631413121065
223,672,-1.1342952295210886
224,675,-1.1342952378823254
225,678,-1.1343205753761616
226,681,-1.1343206047279544
227,684,-1.134320930805679
228,687,-1.1343210325140465
229,690,-1.1343470531067223
230,693,-1.1343471918189036
231,696,-1.1343472302222297
232,699,-1.1343474558017308
233,702,-1.1343683530524955
234,705,-1.1343913333003393
235,708,-1.1344113499612405
236,711,-1.1344303922480912
237,714,-1.1344307105237945
238,717,-1.1344310876837047
239,720,-1.1344469676012978
240,723,-1.1344475208339555
241,726,-1.1344480853719663
242,729,-1.134448498215164
243,732,-1.1344751707661203
244,735,-1.13447739873822
245,738,-1.1345007480509546
246,741,-1.1345030794010245
247,744,-1.1345047571632085
248,747,-1.1345062230887197
249,750,-1.134532122914377
250,753,-1.1345324850106469
251,756,-1.134546433822897
252,759,-1.1345695427388973
253,762,-1.1345701903382182
254,765,-1.1345825921233939
255,768,-1.1346165895317282
256,771,-1.134649798513487
257,774,-1.1346506446946796
258,777,-1.1346701343058554
259,780,-1.1346707633066653
260,783,-1.134695890188386
261,786,-1.1346961024481832
262,789,-1.1346961787100363
263,792,-1.1347186476649918
264,795,-1.1347325992919304
265,798,-1.1347339209237302
266,801,-1.134753239952239
267,804,-1.1347813074132311
268,807,-1.1347814228928568
269,810,-1.1347814868677704
270,813,-1.1348054696608878
271,816,-1.1348055537455313
272,819,-1.1348295060029607
273,822,-1.1348477372799874
274,825,-1.134847841033769
275,828,-1.1348677012427089
276,831,-1.134867814176326
277,834,-1.134887260185372
278,837,-1.1348873328549465
279,840,-1.1349063459544635
280,843,-1.1349238675923088
281,846,-1.1349238586617796
282,849,-1.134939454558054
283,852,-1.134939731470605
284,855,-1.13495708039992
285,858,-1.134957236831075
286,861,-1.1349574479743392
287,864,-1.1349712723314616
288,867,-1.134971419370162
289,870,-1.134972673441997
290,873,-1.1349926718514571
291,876,-1.1350103313069606
292,879,-1.1350219403888495
293,882,-1.1350378929476486
294,885,-1.1350525431455334
295,888,-1.1350655994212868
296,891,-1.1350671933166017
297,894,-1.135067318506108
298,897,-1.1350784953249153
299,900,-1.1350790405492097
300,903,-1.1350892752254347
301,906,-1.1350906097125444
302,909,-1.1350917876621258
303,912,-1.1351154788288706
304,915,-1.13512491397286
305,918,-1.1351252388661381
306,921,-1.13513523388709
307,924,-1.1351355749869638
308,927,-1.1351365620095866
309,930,-1.135137530124161
310,933,-1.1351378418465714
311,936,-1.1351379008845615
312,939,-1.135146790515189
313,942,-1.1351468232765467
314,945,-1.1351469994353334
315,948,-1.135147180088563
316,951,-1.1351732333514277
317,954,-1.1351743618031211
318,957,-1.1351866651240556
319,960,-1.135188290116704
320,963,-1.1351977740243033
321,966,-1.1351985193422627
322,969,-1.1351989322474858
323,972,-1.135208139650804
324,975,-1.1352271864096284
325,978,-1.1352279499827413
326,981,-1.1352280745015162
327,984,-1.1352280891097295
328,987,-1.1352281149472245
329,990,-1.1352523628119355
330,993,-1.1352525550809014
331,996,-1.1352529457698661
332,999,-1.1352540040346475
333,1002,-1.13525412832033
334,1005,-1.1352541396529274
335,1008,-1.1352622902241594
336,1011,-1.1352714125531747
337,1014,-1.1352714134071467
338,1017,-1.135294718420309
339,1020,-1.1352953734259243
340,1023,-1.1353123249243944
341,1026,-1.1353123246565213
342,1029,-1.1353130298084568
343,1032,-1.1353135503461904
344,1035,-1.1353135604969895
345,1038,-1.135313568386523
346,1041,-1.1353340335611528
347,1044,-1.1353443454313041
348,1047,-1.1353563749787805
349,1050,-1.1353563918237204
350,1053,-1.1353671236653788
351,1056,-1.1353677042288128
352,1059,-1.1353863424302952
353,1062,-1.1353863940769733
354,1065,-1.135396682740843
355,1068,-1.1353971710651654
356,1071,-1.1353974858088953
357,1074,-1.1354076000492364
358,1077,-1.1354254541938484
359,1080,-1.135425706908761
360,1083,-1.1354349156427368
361,1086,-1.1354442860079113
362,1089,-1.135444416291053
363,1092,-1.1354445181888606
364,1095,-1.1354445490918423
365,1098,-1.1354622764216418
366,1101,-1.135462273616061
367,1104,-1.1354696159782893
368,1107,-1.1354834674284513
369,1110,-1.1354835969635966
370,1113,-1.1354957194096613
371,1116,-1.1355131395236824
372,1119,-1.1355132148564018
373,1122,-1.1355134687833313
374,1125,-1.1355251687790593
375,1128,-1.1355374066011579
376,1131,-1.1355374353978573
377,1134,-1.1355543635097483
378,1137,-1.1355682521635975
379,1140,-1.1355682827225428
380,1143,-1.135579799260393
381,1146,-1.1355799273040679
382,1149,-1.1355799490548346
383,1152,-1.135588704557817
384,1155,-1.1356023253854979
385,1158,-1.1356119078825635
386,1161,-1.135621867287487
387,1164,-1.1356223148993452
388,1167,-1.1356225590561437
389,1170,-1.1356319052955062
390,1173,-1.1356321443031778
391,1176,-1.1356406387842193
392,1179,-1.1356407581800678
393,1182,-1.1356540711036773
394,1185,-1.1356628146834034
395,1188,-1.1356767501002785
396,1191,-1.1356767510849088
397,1194,-1.1356887401511533
398,1197,-1.135688824843531
399,1200,-1.1356964694652008
400,1203,-1.1356967018500772
401,1206,-1.1356968870506707
402,1209,-1.1357046286804495
403,1212,-1.1357134123323893
404,1215,-1.1357269381180424
405,1218,-1.1357349441210918
406,1221,-1.1357350654895773
407,1224,-1.1357351371828601
408,1227,-1.1357351766981385
409,1230,-1.1357352456992178
410,1233,-1.1357435056143812
411,1236,-1.1357554955825557
412,1239,-1.1357690020876368
413,1242,-1.1357693384896117
414,1245,-1.1357693979012276
415,1248,-1.1357808779763434
416,1251,-1.1357810589212727
417,1254,-1.1357881201673536
418,1257,-1.1358011003538613
419,1260,-1.1358012162221043
420,1263,-1.1358117415948947
421,1266,-1.135821599392449
422,1269,-1.1358216001630261
423,1272,-1.1358216701168304
424,1275,-1.135830509230874
425,1278,-1.1358305734097458
426,1281,-1.1358398738110882
427,1284,-1.1358398744441454
428,1287,-1.1358398765359252
429,1290,-1.1358398777498986
430,1293,-1.1358398914614418
431,1296,-1.1358471380704687
432,1299,-1.1358471812382707
433,1302,-1.1358578650367097
434,1305,-1.1358578715982743
435,1308,-1.1358657188282
436,1311,-1.1358737001877839
437,1314,-1.1358737245058776
438,1317,-1.1358833623742
439,1320,-1.1358833915487399
440,1323,-1.1358833979137504
441,1326,-1.135891345372868
442,1329,-1.135891364323542
443,1332,-1.1359003374484706
444,1335,-1.1359104609156656
445,1338,-1.1359192723661886
446,1341,-1.13591927051096
447,1344,-1.1359192827231337
448,1347,-1.1359251864320947
449,1350,-1.1359359049464273
450,1353,-1.1359443819463015
451,1356,-1.1359504938151708
452,1359,-1.1359505276560211
453,1362,-1.135950568587275
454,1365,-1.1359505758594166
455,1368,-1.1359506119033445
456,1371,-1.1359506532128152
457,1374,-1.1359576610204711
458,1377,-1.1359646438969389
459,1380,-1.1359646627594786
460,1383,-1.1359732370521956
461,1386,-1.1359794445726312
462,1389,-1.1359794548364608
463,1392,-1.1359852251706946
464,1395,-1.1359855552504636
465,1398,-1.1359912764496385
466,1401,-1.135996251408008

